TFSI,NCN,Ni,Fe,Predictor,Gas
312.7,774.59,518.4,4.16658227848102,No gas,0
313.19,775.8,519.48,4.1667088607595,No gas,0
312.7,774.59,519.21,4.16683544303798,No gas,0
312.4,775.8,519.21,4.16696202531646,No gas,0
312.01,774.59,518.67,4.16683544303798,No gas,0
312.79,776.4,519.21,4.1667088607595,No gas,0
312.21,775.8,518.67,4.16620253164557,No gas,0
312.5,777,518.94,4.16569620253165,No gas,0
312.11,774.59,519.21,4.16569620253165,No gas,0
312.79,776.4,519.21,4.16569620253165,No gas,0
312.21,775.19,518.94,4.16569620253165,No gas,0
312.3,777,519.75,4.16645569620253,No gas,0
312.7,775.19,518.67,4.16721518987342,No gas,0
312.5,775.19,518.94,4.16696202531646,No gas,0
312.3,773.99,517.06,4.16670886075949,No gas,0
312.7,774.59,518.67,4.16645569620253,No gas,0
311.72,775.19,517.33,4.16645569620253,No gas,0
312.79,775.19,519.21,4.16645569620253,No gas,0
311.82,775.19,519.21,4.16569620253165,No gas,0
312.7,775.19,518.67,4.16493670886076,No gas,0
312.21,775.19,518.94,4.16493670886076,No gas,0
312.7,775.19,518.67,4.16506329113924,No gas,0
315.06,776.4,516.53,4.16518987341772,No gas,0
314.66,777.6,520.02,4.16556962025317,No gas,0
312.6,775.8,520.02,4.16594936708861,No gas,0
312.79,776.4,517.6,4.16607594936709,No gas,0
313.09,775.19,518.67,4.16620253164557,No gas,0
312.99,775.8,518.67,4.16632911392405,No gas,0
312.89,775.8,518.67,4.16632911392405,No gas,0
312.89,775.8,518.94,4.16632911392405,No gas,0
312.21,775.19,518.13,4.16582278481013,No gas,0
312.7,775.19,518.67,4.1653164556962,No gas,0
312.01,775.19,519.75,4.1653164556962,No gas,0
312.7,775.19,518.67,4.1653164556962,No gas,0
312.7,775.8,518.94,4.1653164556962,No gas,0
312.99,775.19,518.67,4.16594936708861,No gas,0
312.21,775.8,518.67,4.16658227848102,No gas,0
312.79,775.19,518.94,4.16620253164557,No gas,0
312.5,774.59,518.4,4.16582278481013,No gas,0
312.79,774.59,518.67,4.16544303797469,No gas,0
312.01,774.59,518.67,4.16544303797469,No gas,0
312.6,775.8,518.94,4.16544303797469,No gas,0
312.11,774.59,518.67,4.16493670886076,No gas,0
312.6,775.19,518.67,4.16443037974684,No gas,0
312.11,779.42,517.33,4.16443037974684,No gas,0
313.28,775.19,519.48,4.16443037974684,No gas,0
312.6,773.99,518.4,4.16443037974684,No gas,0
312.7,776.4,517.6,4.16544303797469,No gas,0
312.6,775.19,518.94,4.16645569620253,No gas,0
312.21,775.8,519.48,4.16632911392405,No gas,0
312.11,774.59,518.4,4.16620253164557,No gas,0
312.3,776.4,518.67,4.16607594936709,No gas,0
313.09,773.4,517.87,4.16594936708861,No gas,0
313.19,776.4,519.21,4.16582278481013,No gas,0
312.7,775.8,518.94,4.16481012658228,No gas,0
312.4,776.4,519.21,4.16379746835443,No gas,0
312.89,775.19,518.94,4.16392405063291,No gas,0
313.09,775.8,518.94,4.16455696202532,No gas,0
312.89,775.19,518.67,4.16518987341772,No gas,0
312.7,774.59,518.67,4.16594936708861,No gas,0
312.99,775.19,518.67,4.1667088607595,No gas,0
312.99,775.8,519.48,4.16645569620253,No gas,0
312.4,774.59,518.94,4.16620253164557,No gas,0
312.3,775.8,519.75,4.16594936708861,No gas,0
312.79,774.59,518.67,4.16544303797468,No gas,0
312.79,775.8,518.94,4.16493670886076,No gas,0
312.4,775.19,519.21,4.16455696202532,No gas,0
312.4,776.4,518.67,4.16417721518988,No gas,0
312.6,775.19,518.67,4.16417721518988,No gas,0
312.99,776.4,519.48,4.16443037974684,No gas,0
312.3,774.59,519.21,4.1646835443038,No gas,0
312.3,775.8,519.21,4.1653164556962,No gas,0
312.3,774.59,518.67,4.16594936708861,No gas,0
312.6,776.4,519.21,4.16569620253165,No gas,0
312.11,775.19,519.21,4.16544303797468,No gas,0
312.89,775.8,518.67,4.16518987341772,No gas,0
312.11,775.8,518.67,4.16506329113924,No gas,0
312.5,776.4,518.94,4.16493670886076,No gas,0
312.3,775.19,518.67,4.16481012658228,No gas,0
311.33,775.8,518.4,4.1646835443038,No gas,0
311.92,775.19,518.94,4.16455696202532,No gas,0
312.6,775.8,519.21,4.16481012658228,No gas,0
312.5,777,518.13,4.16506329113924,No gas,0
313.28,775.8,518.94,4.16556962025316,No gas,0
311.92,774.59,518.94,4.16607594936709,No gas,0
312.4,776.4,519.21,4.16582278481013,No gas,0
313.19,775.8,519.21,4.16556962025316,No gas,0
313.19,775.8,519.21,4.1653164556962,No gas,0
312.3,774.59,518.67,4.16518987341772,No gas,0
312.3,776.4,518.94,4.16506329113924,No gas,0
312.79,775.19,518.67,4.16430379746835,No gas,0
313.19,775.8,519.48,4.16354430379747,No gas,0
313.28,775.19,518.67,4.16379746835443,No gas,0
